№,級,給料月額,扶養手当月額,地域手当月額,住居手当月額,通勤手当月額,特殊勤務手当,超過勤務手当,休日給,夜勤手当,管理職手当月額,宿日直手当,管理職員特別勤務手当,給与月額,期末手当年額（昨年度）,勤勉手当年額（昨年度）,【参考】年間給与
614,”04,347004,0,41640,0,2900,0,0,0,0,0,0,0,391544,1051483,545962,6295973
615,”05,354646,0,42557,0,2900,0,29236,0,0,0,0,0,429339,1115033,578958,6846059
616,”04,335009,24000,43081,30100,20253,2700,20923,0,0,0,0,0,476066,1079048,523872,7315712
617,”04,325299,0,39035,0,10998,0,0,0,0,0,0,0,375332,982987,433837,5920808
618,”06,367674,44600,49472,18100,10040,0,3280,0,0,0,0,0,493166,1271144,592582,7781718
619,”05,362032,33100,47415,30100,12251,0,22610,0,0,0,0,0,507508,1223096,592582,7905774
620,”06,371682,0,44601,15300,22353,0,61279,0,0,0,0,0,515215,1172375,608732,7963687
621,”04,345576,0,41469,0,13396,0,0,0,0,0,0,0,400441,0,0,4805292
622,”06,367674,34600,48272,15300,3876,0,101680,0,0,0,0,0,571402,1227464,592582,8676870
623,”06,360125,28100,46587,18100,2900,0,9639,0,0,0,0,0,465451,1185878,580816,7352106
624,”05,378769,21800,48068,18100,0,0,95827,0,0,0,0,0,562564,1260204,621374,8632346
625,”06,367674,0,44120,30100,5000,3690,0,0,0,0,0,0,450584,1141269,592582,7140859
626,”05,362032,0,43443,30100,5000,0,0,0,0,0,0,0,440575,1141269,592582,7020751
627,”04,356144,0,42737,18100,12102,9270,0,0,0,0,0,0,438353,1085798,563780,6909814
628,”04,341292,39600,45707,15300,5000,0,3045,0,0,0,0,0,449944,1147441,535912,7082681
629,”04,331582,0,39789,15300,5170,2700,5916,0,0,0,0,0,400457,1002208,520376,6328068
630,”04,329392,14000,41207,15300,2900,7220,0,0,0,0,0,0,410019,1039164,518398,6477790
631,”04,329392,42100,44579,18100,2900,1800,0,0,0,0,0,0,438871,1120991,518398,6905841
632,”05,369325,26800,47535,15300,12569,2700,32950,0,0,0,0,0,507179,1243161,604966,7934275
633,”04,342244,26800,44285,18100,7400,15200,3420,26376,0,0,0,0,483825,1102937,539716,7448553
634,”04,352431,14000,43971,18100,5000,15760,19491,27160,0,0,0,0,495913,1123636,477919,7552511
635,”04,336723,21800,43022,15300,5000,11540,15861,12976,7212,0,0,0,469434,1077901,526602,7237711
636,”04,336723,37100,44858,18100,5000,15870,40255,12976,7813,0,0,0,518695,1122455,526602,7873397
637,”06,350153,0,42018,18100,2900,2600,15620,0,6250,0,0,0,437641,1075080,558214,6884986
638,”05,345202,29600,44976,18100,5000,2300,15889,36586,6776,0,0,0,504429,1166944,561158,7781250
639,”06,351644,21800,44813,15300,9800,0,43918,0,0,0,0,0,487275,1166320,572628,7586248
640,”05,345202,29600,44976,15300,5000,2470,18474,0,6776,0,0,0,467798,1166944,561158,7341678
641,”04,352336,0,42280,15300,14874,0,22755,0,0,0,0,0,447545,1069080,555098,6994718
642,”04,360523,0,43262,0,0,0,32936,0,0,0,0,0,436721,1098998,570634,6910284
643,”04,351098,0,42131,0,2900,0,9396,0,0,0,0,0,405525,1064680,552814,6483794
644,”04,345576,0,41469,15300,2900,0,0,0,0,0,0,0,405245,1046790,543526,6453256
645,”07,363090,15600,54426,15300,4135,0,0,0,0,74860,0,0,527411,1190167,594384,8113483
646,”05,352215,0,42265,0,3876,3600,176581,0,0,0,0,0,578537,1042097,541088,8525629
647,”06,363387,29600,47158,18100,3103,2780,0,0,0,0,0,0,464128,1230935,594384,7394855
648,”04,352336,0,42280,0,16896,0,37716,0,0,0,0,0,449228,1069080,555098,7014914
649,”05,357918,0,42950,30100,9306,0,46487,0,0,0,0,0,486761,1069080,555098,7465310
650,”06,363387,29600,47158,18100,3103,2700,132922,0,0,0,0,0,596970,1217031,587164,8967835
651,”05,357918,0,42950,15300,3876,0,111755,0,0,0,0,0,531799,1130835,587164,8099587
652,”04,342816,21800,43753,15300,7238,2700,29237,0,0,0,0,0,462844,1110272,489173,7153573
653,”06,367674,29600,47672,15300,10315,0,0,0,0,0,0,0,470561,1244903,601636,7493271
654,”05,349690,7500,42862,0,3876,0,0,0,0,0,0,0,403928,1053966,535912,6437014
655,”06,355186,7800,43558,15300,16896,0,241326,0,0,0,0,0,680066,1118665,569052,9848509
656,”05,337161,0,40459,30100,8226,0,36816,0,0,0,0,0,452762,1053020,546760,7032924
657,”05,349690,14000,43642,15300,13243,0,3119,0,0,0,0,0,438994,1136720,569052,6973700
658,”04,356715,0,42805,18100,2900,5740,0,0,0,0,0,0,426260,1085507,563628,6764255
659,”05,364276,7800,44649,15300,5000,2500,16250,0,0,0,0,0,455775,1160436,596296,7226032
660,”04,376231,21800,47763,15300,13396,0,40272,0,0,0,0,0,514762,1241213,599720,8018077
661,”04,353573,12800,43964,18100,2900,0,25988,0,0,0,0,0,457325,1110752,557382,7156034
662,”04,349480,12800,43473,15300,7731,6500,0,0,0,0,0,0,435284,1136591,551446,6911445
663,”04,351479,14000,43857,15300,5000,4920,0,0,0,0,0,0,434556,1117476,559060,6891208
664,”05,337161,14000,42139,15300,8374,0,241708,0,0,0,0,0,658682,1031245,514286,9449715
665,”04,332058,34600,43998,18100,5000,14000,43481,25592,0,0,0,0,516829,1092805,522662,7817415
666,”04,351479,14000,43857,18100,2900,3120,6270,0,0,0,0,0,439726,1140190,559060,6975962
667,”04,337389,23100,43258,15300,5000,0,0,0,0,0,0,0,424047,1090298,531188,6710050
669,”04,342244,15600,42941,15300,9800,14700,23202,26376,0,0,0,0,490163,1084883,539716,7506555
670,”04,347195,7800,42599,18100,5000,16700,54137,26760,0,0,0,0,518291,1077130,547484,7844106
671,”04,346052,0,41526,18100,5000,14000,15804,26672,0,0,0,0,467154,1050602,545504,7201954
672,”05,365398,14000,45527,30100,11256,0,78892,0,0,0,0,0,545173,1192770,598154,8333000
673,”04,352431,26800,45507,15300,19949,0,0,0,0,0,0,0,459987,1151520,557382,7228746
674,”04,334724,25600,43238,30100,9800,0,29860,0,0,0,0,0,473322,1089368,526926,7296158
675,”04,348432,0,41811,30100,0,0,12930,0,0,0,0,0,433273,1056176,548398,6803850
676,”05,354646,12800,44093,15300,5000,0,45815,23919,0,0,0,0,501573,1152306,578958,7750140
677,”05,348194,0,41783,0,3876,0,6212,0,0,0,0,0,400065,1092077,567040,6459897
678,”04,347004,0,41640,18100,13362,0,244826,0,0,0,0,0,664932,1051483,545962,9576629
679,”05,354646,0,42557,0,5000,0,22148,0,0,0,0,0,424351,1115033,578958,6786203
681,”05,354646,0,42557,0,5701,0,0,0,0,0,0,0,402904,1051483,545962,6432293
682,”04,338246,26800,43805,0,9733,0,0,0,0,0,0,0,418584,1099607,530428,6653043
683,”05,354646,0,42557,30100,9576,0,82264,0,0,0,0,0,519143,1115033,578958,7923707
684,”05,354646,0,42557,15300,3876,3100,0,0,0,0,0,0,419479,1051483,545962,6631193
685,”05,354646,0,42557,18100,12102,0,50624,0,0,0,0,0,478029,1115033,578958,7430339
686,”05,354646,0,42557,30100,0,0,15820,0,0,0,0,0,443123,1115033,578958,7011467
687,”04,352336,0,42280,15300,13441,220,15715,0,0,0,0,0,439292,1069080,555098,6895682
688,”06,359007,15600,44952,15300,3876,0,9609,0,0,0,0,0,448344,1177983,588058,7146169
689,”05,342491,0,41098,30100,0,0,0,0,0,0,0,0,413689,1070014,555584,6589866
690,”04,319492,15600,40211,0,12190,0,0,0,0,0,0,0,387493,996685,493922,6140523
691,”06,337944,29600,44105,15300,7400,0,0,0,0,0,0,0,434349,1115661,534530,6862379
692,”06,370750,34600,48642,15300,15899,220,62833,0,0,0,0,0,548244,1269566,606882,8455376
693,”05,345202,0,41424,15300,20936,7000,74634,0,0,0,0,0,504496,1080749,561158,7695859
694,”04,333296,23100,42767,30100,11856,1760,5946,0,0,0,0,0,448825,1069738,520151,6975789
695,”04,356715,7800,43741,30100,9800,0,9546,0,0,0,0,0,457702,1108220,563628,7164272
696,”04,363188,14000,45262,30100,3876,0,58320,0,0,0,0,0,514746,1148856,575352,7901160
697,”04,347004,34600,45792,15300,13243,0,187983,0,0,0,0,0,643922,1152239,545962,9425265
698,”04,344720,26800,44582,15300,19400,11000,12546,26568,0,0,0,0,500916,1125711,543982,7680685
699,”04,332058,29600,43398,15300,5000,13300,34358,25592,0,0,0,0,498606,1092805,522662,7598739
700,”04,349480,23100,44709,15300,7400,8880,0,0,0,0,0,0,448869,1129311,551446,7067185
701,”04,346052,14000,43206,15300,13081,5540,0,0,0,0,0,0,437179,1091370,545504,6883022
702,”04,344720,39600,46118,15300,2900,3780,0,0,0,0,0,0,452418,1162984,543982,7135982
703,”04,344720,26800,44582,15300,5000,14700,23370,26568,0,0,0,0,501040,1125711,543982,7682173
704,”04,345576,0,41469,15300,15251,0,12332,0,0,0,0,0,429928,1046790,543526,6749452
705,”04,349480,7800,42873,0,3876,2240,0,0,0,0,0,0,406269,1084758,551446,6511432
706,”06,360125,25600,46287,15300,9800,0,44982,0,0,0,0,0,502094,1210372,589754,7825254
707,”04,336723,29600,43958,18100,5000,12160,21869,9732,9015,0,0,0,486157,1100615,526602,7461101
708,”05,332019,29600,43394,15300,7400,3610,8886,12796,6512,0,0,0,459517,1121626,537628,7173458
709,”04,325299,0,39035,0,7999,2500,5804,0,0,0,0,0,380637,955601,496176,6019421
710,”04,340055,0,40806,30100,12200,14500,41498,26208,0,0,0,0,505367,1027571,533429,7625404
711,”04,340055,14000,42486,30100,5000,12700,28636,26208,0,0,0,0,499185,1068339,533429,7591988
712,”04,324061,34600,43039,18100,5000,14000,0,24976,0,0,0,0,463776,1078350,507486,7151148
713,”04,325299,7800,39971,18100,9110,0,0,0,0,0,0,0,400280,997386,505969,6306715
714,”04,340055,16200,42750,15300,9800,2000,0,0,0,0,0,0,426105,1070622,531404,6715286
715,”04,342816,0,41137,15300,7400,16540,29970,39636,7344,0,0,0,500143,1037404,538652,7577772
716,”05,349690,0,41962,30100,9751,0,3119,0,0,0,0,0,434622,1095952,569052,6880468
717,”06,355186,15600,44494,15300,8838,0,30165,0,0,0,0,0,469583,1161937,579726,7376659
718,”05,349690,0,41962,0,5170,0,21833,0,0,0,0,0,418655,1032126,535912,6591898
719,”07,359086,7800,53009,18100,5000,0,0,0,0,74860,0,0,517855,1139223,579726,7933209
720,”05,349690,0,41962,30100,4666,0,0,0,0,0,0,0,426418,1032126,535912,6685054
721,”05,337161,15600,42331,18100,10040,0,0,0,0,0,0,0,423232,1098448,546760,6723992
722,”06,355186,0,42622,15300,5170,0,35618,0,0,0,0,0,453896,1095952,569052,7111756
723,”05,349690,0,41962,30100,9474,0,0,0,0,0,0,0,431226,1032126,535912,6742750
724,”05,324726,0,38967,0,16698,0,162809,0,0,0,0,0,543200,938159,487120,7943679
725,”04,354906,0,42588,18100,10040,0,56988,0,0,0,0,0,482622,1077879,559668,7429011
726,”04,341292,15600,42827,18100,5000,0,12180,0,0,0,0,0,434999,1069748,531858,6821594
727,”07,359086,15600,53945,15300,18143,0,0,0,0,74860,0,0,536934,1161937,579726,8184871
728,”04,334724,0,40166,18100,5000,13300,12541,25800,0,0,0,0,449631,1007145,522940,6925657
729,”04,329392,0,39527,18100,5000,5540,0,0,0,0,0,0,397559,990846,514478,6276032
730,”04,343577,39600,45981,18100,5000,13700,41682,26480,0,0,0,0,534120,1136428,537752,8083620
731,”04,300452,29600,39606,15300,7776,0,0,0,0,0,0,0,392734,981567,464904,6159279
732,”04,313304,29600,41148,15300,18263,2700,159874,0,0,0,0,0,580189,1017657,483644,8463569
733,”04,343577,34600,45381,15300,2900,14700,32487,26480,0,0,0,0,515425,1136428,537752,7859280
734,”04,334724,15600,42038,15300,2900,14000,0,0,0,0,0,0,424562,1071781,522940,6689465
735,”04,332058,23100,42618,15300,2900,13300,14810,0,0,0,0,0,444086,1107032,518710,6954774
736,”04,323014,0,38761,0,2900,0,0,0,0,0,0,0,364675,858834,245162,5480096
737,”04,344720,0,41366,15300,5000,4900,15375,0,0,0,0,0,426661,1039750,539870,6699552
738,”04,313304,23100,40368,15300,12200,0,19565,0,0,0,0,0,423837,998729,483644,6568417
739,”04,330440,14000,41332,30100,5000,16030,22403,0,8850,0,0,0,468155,1037402,517482,7172744
740,”05,338938,29600,44224,15300,9800,0,49830,0,0,0,0,0,487692,1144881,549702,7546887
741,”04,330440,0,39652,18100,0,2520,8844,9552,6490,0,0,0,415598,989099,513570,6489845
742,”04,313304,14000,39276,15300,9800,13190,17329,33198,7826,0,0,0,463223,931462,483644,6973782
743,”04,335009,0,40201,15300,12550,0,5978,0,0,0,0,0,409038,1012769,525860,6447085
744,”04,335009,29600,43753,18100,4135,0,84886,0,0,0,0,0,515483,1098964,525860,7810620
745,”05,343706,0,41244,15300,14171,0,0,0,0,0,0,0,414421,1012769,525860,6511681
746,”06,350153,21800,44634,15300,15097,0,0,0,0,0,0,0,446984,1138562,558214,7060584
747,”06,350153,7800,42954,15300,5170,0,3124,0,0,0,0,0,424501,1097794,558214,6750020
748,”04,327012,0,39241,0,0,0,9453,0,0,0,0,0,375706,976876,507224,5992572
749,”05,349690,37100,46414,15300,5170,0,0,0,0,0,0,0,453674,1203987,569052,7217127
750,”05,343706,0,41244,18100,10040,0,27594,0,0,0,0,0,440684,1009160,523872,6821240
751,”05,349690,21800,44578,15300,26851,0,0,0,0,0,0,0,458219,1095608,535912,7130148
752,”05,343706,0,41244,30100,12512,0,6132,0,0,0,0,0,433694,1075080,558214,6837622
754,”04,304640,0,36556,30100,0,0,0,0,0,0,0,0,371296,904396,469590,5829538
755,”04,336723,0,40406,15300,8070,0,0,0,0,0,0,0,400499,0,0,4805988
756,”04,319492,31500,42119,18100,8226,0,23484,0,0,0,0,0,442921,1062489,504048,6881589
757,”04,315208,29600,41376,15300,23017,13300,0,0,0,0,0,0,437801,1028140,489086,6770838
758,”04,332058,37100,44298,15300,7400,14700,34004,25592,0,0,0,0,510452,1107032,518710,7751166
759,”04,329392,21800,42143,30100,11256,11900,0,0,0,0,0,0,446591,1041029,507572,6907693
760,”04,340055,21800,43422,15300,14016,3560,0,0,0,0,0,0,438153,1086929,531404,6876169
761,”04,333391,34600,44158,15300,12406,0,0,0,0,0,0,0,439855,1103829,520826,6902915
762,”04,329392,21800,42143,30100,7400,15200,31144,25384,0,0,0,0,502563,1043626,514478,7588860
763,”04,337389,47100,46138,15300,9800,15400,22878,26008,0,0,0,0,520013,1137892,527172,7905220
764,”04,338722,0,40646,18100,16218,0,19097,0,0,0,0,0,432783,1019370,529288,6742054
765,”04,338722,0,40646,30100,18061,0,19097,0,0,0,0,0,446626,1019370,529288,6908170
766,”04,347004,16200,43584,15300,10315,0,0,0,0,0,0,0,432403,1098658,545962,6833456
767,”04,334724,0,40166,15300,7400,1800,0,0,0,0,0,0,399390,1007145,522940,6322765
768,”05,337161,0,40459,0,3876,0,60761,0,0,0,0,0,442257,990477,514286,6811847
769,”04,328726,14000,41127,15300,13081,0,49844,0,0,0,0,0,462078,1023755,510396,7079087
770,”04,328726,0,39447,0,13776,0,35184,0,0,0,0,0,417133,982987,510396,6498979
771,”04,325299,7800,39971,30100,5000,0,0,0,0,0,0,0,408170,1005700,433837,6337577
772,”04,319492,0,38339,0,9751,2700,142500,0,0,0,0,0,512782,951258,493922,7598564
773,”06,344281,29600,44865,15300,13916,0,6142,0,0,0,0,0,454104,1139216,546760,7135224
774,”05,337161,0,40459,30100,5170,0,3368,0,0,0,0,0,416258,1053020,546760,6594876
775,”04,330440,0,39652,0,7776,0,0,0,0,0,0,0,377868,996634,517482,6048532
777,”05,338938,0,40672,15300,15277,0,3265,0,0,0,0,0,413452,996634,517482,6475540
778,”04,308924,0,37070,15300,15554,0,25468,0,0,0,0,0,402316,933101,484333,6245226
779,”04,315493,19000,40139,18100,2900,0,14070,0,0,0,0,0,409702,1013284,497400,6427108
780,”04,330440,11200,40996,18100,3876,0,0,0,0,0,0,0,404612,1015676,515190,6386210
781,”04,334724,0,40166,30100,5000,7220,0,0,0,0,0,0,417210,1007145,522940,6536605
782,”04,295787,37100,39946,18100,2900,0,19000,0,0,0,0,0,412833,986234,455988,6396218
783,”04,311876,23100,40197,18100,5000,14000,21146,24040,0,0,0,0,457459,996985,482738,6969231
784,”05,343706,14000,42924,15300,12102,0,183960,0,0,0,0,0,611992,1115848,558214,9017966
785,”04,298548,7800,36761,18100,5000,13300,27908,23008,0,0,0,0,430425,911970,461728,6538798
786,”04,334724,34600,44318,15300,20926,14700,27710,25800,0,0,0,0,518078,1107901,522940,7847777
787,”04,334724,0,40166,15300,7400,14700,22694,25800,0,0,0,0,460784,1007145,522940,7059493
788,”04,304640,23100,39328,15300,7400,0,0,0,0,0,0,0,389768,971663,469590,6118469
789,”04,326727,20600,41679,18100,5000,14700,0,25184,0,0,0,0,451990,1042974,510396,6977250
790,”04,321491,0,38578,0,0,14700,0,24776,0,0,0,0,399545,963775,500422,6258737
791,”04,335009,11200,41545,0,8838,0,25348,0,0,0,0,0,421940,1037724,521884,6622888
792,”04,300452,7800,36990,30100,17771,1800,30770,0,0,0,0,0,425683,831103,465071,6404370
793,”04,318444,0,38213,30100,5000,2000,0,0,0,0,0,0,393757,953591,495134,6173809
794,”05,333795,15600,41927,15300,8374,0,63490,0,0,0,0,0,478486,1023585,507890,7273307
795,”04,321491,29600,42130,15300,13396,3600,65964,0,0,0,0,0,491481,1044151,497400,7439323
796,”05,330242,7800,40565,15300,7238,2700,82488,0,0,0,0,0,486333,980669,497400,7314065
797,”04,319492,14000,40019,15300,14280,0,0,0,0,0,0,0,403091,999273,497684,6334049
798,”04,321491,29600,42130,15300,5000,0,0,0,0,0,0,0,413521,773817,371396,6107465
799,”05,338938,15600,42544,15300,14394,0,15120,0,0,0,0,0,441896,1144881,549702,6997335
800,”05,332019,14000,41522,30100,17060,0,14810,0,0,0,0,0,449511,1009304,502783,6906219
801,”05,337161,37100,44911,15300,5000,0,0,0,0,0,0,0,439472,1161056,546760,6981480
802,”04,313304,7800,38532,15300,13674,0,0,0,0,0,0,0,388610,751956,245222,5660498
803,”04,323490,0,38818,0,22293,0,8658,0,0,0,0,0,393259,964649,500874,6184631
804,”04,319492,15600,40211,18100,8226,0,26334,0,0,0,0,0,427963,996685,493922,6626163
805,”04,317492,0,38099,0,21085,0,14160,0,0,0,0,0,390836,944560,490444,6125036
806,”04,304069,0,36488,30100,2900,7300,0,0,0,0,0,0,380857,874335,453982,5898601
807,”04,288837,7800,35596,18100,0,8960,0,0,0,0,0,0,359293,804007,405672,5521195
808,”03,274316,21800,35533,30100,13243,0,0,0,0,0,0,0,374992,836302,401272,5737478
809,”04,318444,0,38213,30100,5000,2000,0,0,0,0,0,0,393757,920305,477850,6123239
810,”04,323490,29600,42370,15300,5000,11500,11544,0,10386,0,0,0,449190,1050844,500874,6941998
811,”05,320892,29600,42059,18100,2900,3950,26683,34012,5730,0,0,0,483926,1010967,480170,7298249
812,”04,280650,29600,37230,15300,8160,7560,22733,29744,9018,0,0,0,439995,912978,428499,6621417
813,”03,309139,23100,39868,30100,7400,0,19966,0,0,0,0,0,429573,987869,478004,6620749
814,”04,308924,29600,40622,18100,0,2900,8268,32736,7163,0,0,0,448313,1004270,476692,6860718
815,”04,282840,21800,36556,15300,9480,9940,19176,0,6565,0,0,0,401657,838593,408018,6066495
816,”04,282840,0,33940,18100,2900,17230,12817,10900,8080,0,0,0,386807,785813,408018,5835515
817,”04,282840,0,33940,30100,5000,3380,35322,13625,8585,0,0,0,412792,785813,408018,6147335
818,”03,295753,38100,40062,15300,24157,2000,0,0,0,0,0,0,415372,976951,457216,6418631
819,”03,295753,0,35490,0,2900,2000,0,0,0,0,0,0,336143,917838,457216,5408770
820,”04,300261,0,36031,0,3876,2500,16074,0,0,0,0,0,358742,891004,462636,5658544
821,”03,296626,15600,37467,30100,13855,0,29742,0,0,0,0,0,423390,750756,342565,6174001
823,”04,282840,0,33940,0,4666,0,30878,0,0,0,0,0,352324,785813,408018,5421719
824,”03,278778,15600,35325,15300,5000,0,7461,0,0,0,0,0,357464,498744,102004,4890316
825,”05,306680,0,36801,30100,5170,0,35568,0,0,0,0,0,414319,878199,455988,6306015
826,”04,295787,0,35494,30100,12569,0,50141,0,0,0,0,0,424091,878199,455988,6423279
827,”04,302451,29600,39846,18100,10040,0,16188,0,0,0,0,0,416225,983893,466112,6444705
828,”03,285471,0,34256,0,8374,0,0,0,0,0,0,0,328101,805302,418138,5160652
829,”04,293597,0,35231,30100,7776,0,7857,0,0,0,0,0,374561,871501,452510,5818743
830,”04,289408,0,34728,18100,3876,0,0,0,0,0,0,0,346112,779323,407259,5339926
831,”04,293597,0,35231,30100,15213,0,52904,0,0,0,0,0,427045,871501,452510,6448551
832,”04,293597,0,35231,0,12102,0,0,0,0,0,0,0,340930,871501,452510,5415171
833,”03,254043,0,30485,0,5170,0,63448,0,0,0,0,0,353146,579952,278293,5095997
834,”04,293597,0,35231,0,9110,0,18333,0,0,0,0,0,356271,871501,452510,5599263
835,”04,293597,0,35231,15300,21206,0,16340,0,0,0,0,0,381674,871501,452510,5904099
836,”03,313892,0,37667,30100,2900,0,19600,0,0,0,0,0,404159,939585,487860,6277353
837,”03,251812,23100,32989,18100,5000,0,0,0,0,0,0,0,331001,226307,0,4198319
838,”03,291970,12800,36572,18100,0,0,0,0,0,0,0,0,359442,905382,450748,5669434
839,”03,287993,0,34559,0,7400,2000,0,0,0,0,0,0,331952,814623,422976,5221023
840,”03,252200,15600,32136,15300,3876,2000,0,0,0,0,0,0,321112,754410,368126,4975880
841,”03,287993,0,34559,18100,3876,0,0,0,0,0,0,0,344528,814623,422976,5371935
842,”04,293597,0,35231,15300,12144,11520,13619,0,6812,0,0,0,388223,871501,452510,5982687
843,”04,293597,15600,37103,18100,5000,3160,10476,11316,6288,0,0,0,400640,916928,452510,6177118
844,”04,293597,21800,37847,18100,5184,11310,15714,0,9432,0,0,0,412984,934983,452510,6343301
845,”03,272085,29600,36202,15300,5000,12110,12621,0,9700,0,0,0,392618,852235,397750,5961401
846,”04,293597,21800,37847,30100,10315,0,54999,0,0,0,0,0,448658,881778,424884,6690558
847,”04,280650,0,33678,0,13183,0,0,0,0,0,0,0,327511,792310,349683,5072125
848,”05,304810,29600,40129,15300,12190,0,19033,0,0,0,0,0,421062,904492,424884,6382120
849,”04,285029,0,34203,30100,17060,0,94091,0,0,0,0,0,460483,792310,411392,6729498
850,”03,281009,0,33721,0,2900,3980,0,0,0,0,0,0,321610,792310,411392,5063022
851,”04,285029,0,34203,30100,2900,0,0,0,0,0,0,0,352232,792310,411392,5430486
852,”04,285029,29600,37755,18100,0,0,0,0,0,0,0,0,370484,867803,411392,5725003
853,”05,296208,7800,36480,18100,12102,0,0,0,0,0,0,0,370690,938891,475706,5862877
854,”05,328466,0,39415,15300,12046,0,11720,0,0,0,0,0,406947,1023205,531280,6437849
855,”04,285029,0,34203,30100,7020,0,0,0,0,0,0,0,356352,792310,411392,5479926
856,”04,285029,0,34203,0,9110,0,18411,0,0,0,0,0,346753,792310,411392,5364738
857,”03,276547,0,33185,0,12986,0,0,0,0,0,0,0,322718,792310,349683,5014609
858,”03,293910,16200,37213,18100,2900,0,110124,0,0,0,0,0,478447,879876,432364,7053604
859,”03,270727,7800,33423,15300,10315,0,15261,0,0,0,0,0,352826,783670,395112,5412694
860,”04,285029,37100,38655,15300,9800,0,35602,0,0,0,0,0,421486,900345,411392,6369569
861,”04,285029,29600,37755,15300,7400,3140,7629,0,5090,0,0,0,390943,878505,411392,5981213
862,”04,280650,0,33678,15300,5000,4470,10016,0,4509,0,0,0,353623,779599,404792,5427867
863,”03,263064,21800,34183,15300,5000,2030,32381,27874,5159,0,0,0,406791,803254,384112,6068858
864,”03,263064,0,31567,30100,9589,12610,15020,0,7504,0,0,0,369454,739772,384112,5557332
865,”03,245410,29600,33001,15300,5000,3340,32396,9456,5694,0,0,0,379197,765551,358298,5674213
866,”03,245410,0,29449,30100,5000,3730,30207,26004,5694,0,0,0,375594,690057,358298,5555483
867,”03,276547,0,33185,18100,0,0,0,0,0,0,0,0,327832,779599,404792,5118375
868,”03,272085,7800,33586,15300,8693,0,116017,20968,0,0,0,0,474449,788753,397750,6879891
869,”03,272085,0,32650,15300,11851,0,0,0,0,0,0,0,331886,0,0,3982632
870,”03,254043,0,30485,0,13243,0,34999,0,0,0,0,0,332770,714633,371058,5078931
871,”03,283240,0,33988,0,3876,0,0,0,0,0,0,0,321104,798805,414764,5066817
872,”03,260736,0,31288,0,5000,0,0,0,0,0,0,0,297024,746266,309987,4620541
873,”03,265392,7800,32783,30100,2900,0,0,0,0,0,0,0,338975,768980,387484,5224164
874,”03,254043,29600,34037,15300,5000,0,14144,0,0,0,0,0,352124,800828,371058,5397374
875,”03,249872,0,29984,15300,7623,0,0,0,0,0,0,0,302779,563460,185529,4382337
876,”03,249872,7800,30920,18100,0,0,0,0,0,0,0,0,306692,648656,333952,4662912
877,”03,254043,0,30485,15300,5000,0,15862,0,0,0,0,0,320690,202021,0,4050301
878,”03,297499,16200,37643,0,9800,0,16772,0,0,0,0,0,377914,891739,438524,5865231
879,”03,245798,0,29495,30100,5000,0,8772,0,0,0,0,0,319165,690622,358592,4879194
880,”03,252200,16200,32208,30100,12361,2000,0,0,0,0,0,0,345069,756157,368126,5265111
881,”03,272085,29600,36202,30100,14600,2250,7281,0,4850,0,0,0,396968,852235,397750,6013601
882,”03,272085,15600,34522,30100,5000,3370,33491,10484,5335,0,0,0,409987,811467,397750,6129061
883,”03,254043,21800,33101,15300,9800,12190,12238,0,7248,0,0,0,365720,778114,371058,5537812
884,”03,263064,21800,34183,15300,9800,11290,17367,0,8911,0,0,0,381715,803254,384112,5767946
885,”03,236971,15600,30308,18100,2900,4460,31286,9132,5499,0,0,0,354256,720351,345098,5316521
886,”03,236971,0,28436,30100,9800,2530,27058,9132,4653,0,0,0,348680,664634,345098,5193892
887,”03,294395,0,35327,0,6776,2500,8192,0,0,0,0,0,347190,831289,431630,5429199
888,”03,263064,7800,32503,15300,0,0,14082,0,0,0,0,0,332749,751784,384112,5128884
889,”03,256274,0,30752,15300,4135,0,0,0,0,0,0,0,306461,644854,336987,4659373
890,”03,245410,0,29449,30100,3876,0,20227,0,0,0,0,0,329062,690057,358298,4997099
891,”03,258505,0,31020,30100,12200,2760,6918,9964,4610,0,0,0,356077,727625,377804,5378353
892,”03,245410,0,29449,30100,5000,11220,13572,11820,6570,0,0,0,353141,690057,358298,5286047
893,”03,245410,0,29449,15300,2900,18170,21453,30732,5694,0,0,0,369108,690057,358298,5477651
894,”03,245410,0,29449,15300,17000,4500,30207,9456,5694,0,0,0,357016,690057,358298,5332547
895,”03,228241,7800,28324,30100,9800,4900,8144,0,2849,0,0,0,320158,651790,332192,4825878
896,”03,228241,0,27388,15300,7400,4930,8144,10995,5698,0,0,0,308096,639778,332192,4669122
897,”03,260736,0,31288,30100,11256,2700,2326,0,0,0,0,0,338406,733274,380738,5174884
898,”03,256274,29600,34304,15300,3876,0,0,0,0,0,0,0,339354,807322,374430,5254000
899,”03,265392,0,31847,30100,5000,0,21873,0,0,0,0,0,354212,746266,387484,5384294
900,”03,254043,7800,31421,30100,13183,0,11330,0,0,0,0,0,347877,714633,371058,5260215
901,”03,278778,15600,35325,18100,3876,2700,12732,0,0,0,0,0,367111,831240,408018,5644590
902,”03,281009,15600,35593,15300,8374,0,8123,0,0,0,0,0,363999,837737,411392,5617117
903,”04,311114,0,37333,0,0,0,23532,0,0,0,0,0,371979,870268,451870,5785886
904,”03,263064,0,31567,0,13396,0,16429,0,0,0,0,0,324456,739772,384112,5017356
905,”03,254043,0,30485,30100,5170,0,4714,17136,0,0,0,0,341648,714633,371058,5185467
